Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Z-score	Combined Score	Genes
Type II diabetes mellitus (HP:0005978)	1/112	0.1261578334915325061427182617990183643996715545654296875	0.141204180605201512488378057241789065301418304443359375	0.359320301493199989462112853288999758660793304443359375	0.4058988590941703389347594566061161458492279052734375	-1.2224736886128162	2.393051347998601	AR
Abdominal pain (HP:0002027)	1/125	0.1397717973704430682868604662871803157031536102294921875	0.1495803445543338050516268822320853359997272491455078125	0.3919645762857781878807372777373529970645904541015625	0.4231829938660613965595302943256683647632598876953125	-1.254727423233181	2.383883744482688	PRSS1
Prostate neoplasm (HP:0100787)	1/8	0.00956144297750089432186282323300474672578275203704833984375	0.049088478241390627598850215917991590686142444610595703125	0.034260614636617149619812749961056397296488285064697265625	0.1675215576874556633324431231812923215329647064208984375	-0.7794471364264838	2.349355722790086	AR
Mandibular prognathia (HP:0000303)	1/97	0.11019282323882077789800604250558535568416118621826171875	0.1268257022182654181197136722403229214251041412353515625	0.319661882068907943210689381885458715260028839111328125	0.371034449128121668337598748621530830860137939453125	-1.1305452066099535	2.334509781047238	CA2
Recurrent fractures (HP:0002757)	1/115	0.12931772375695071986001494224183261394500732421875	0.1434251118031635297001002982142381370067596435546875	0.36699303081697498551960734403110109269618988037109375	0.410762841831843583673133935008081607520580291748046875	-1.183845301695209	2.298959207607708	CA2
Calf muscle hypertrophy (HP:0008981)	1/8	0.00956144297750089432186282323300474672578275203704833984375	0.049088478241390627598850215917991590686142444610595703125	0.034260614636617149619812749961056397296488285064697265625	0.1675215576874556633324431231812923215329647064208984375	-0.75811085442918	2.28504537527474	AR
Oligomenorrhea (HP:0000876)	1/9	0.0107504448466008602214305511779457447119057178497314453125	0.049088478241390627598850215917991590686142444610595703125	0.038000166952201479275696982540466706268489360809326171875	0.1675215576874556633324431231812923215329647064208984375	-0.7487337963594419	2.256781694507273	PPARG
Slow progression (HP:0003677)	1/98	0.11126579576237198565547004136533359996974468231201171875	0.1268638045141063652732071886930498294532299041748046875	0.32237419350476148593998004798777401447296142578125	0.371034449128121668337598748621530830860137939453125	-1.0868634910878956	2.24398311352446	AR
Increased density of long bones (HP:0006392)	1/8	0.00956144297750089432186282323300474672578275203704833984375	0.049088478241390627598850215917991590686142444610595703125	0.034260614636617149619812749961056397296488285064697265625	0.1675215576874556633324431231812923215329647064208984375	-0.734668005687574	2.214385559777696	CA2
Dysphagia (HP:0002015)	1/117	0.131418230590592932660598535221652127802371978759765625	0.144441658847318354919053717821952886879444122314453125	0.372061289884439483355293987187906168401241302490234375	0.4126497942354692138877680918085388839244842529296875	-1.1433027675168113	2.2121531991570422	AR
Palmoplantar keratoderma (HP:0000982)	1/122	0.1366482727180885758944128838265896774828433990478515625	0.14753176346554697229151997817098163068294525146484375	0.384569630840178200426038301884545944631099700927734375	0.41890620502233699706806646645418368279933929443359375	-1.138483354349683	2.1787290075281853	SCN5A
X-linked recessive inheritance (HP:0001419)	1/111	0.12510209666697591490702734517981298267841339111328125	0.141204180605201512488378057241789065301418304443359375	0.356743841581459497636075184345827437937259674072265625	0.4058988590941703389347594566061161458492279052734375	-1.108381673118956	2.1697107116996928	AR
Testicular atrophy (HP:0000029)	1/8	0.00956144297750089432186282323300474672578275203704833984375	0.049088478241390627598850215917991590686142444610595703125	0.034260614636617149619812749961056397296488285064697265625	0.1675215576874556633324431231812923215329647064208984375	-0.6708836367803697	2.022131120555918	AR
Heterogeneous (HP:0001425)	1/149	0.1643730685517923451044453031499870121479034423828125	0.1713975586608433021584829702987917698919773101806640625	0.448256713752870961098295765623333863914012908935546875	0.471442405843536693765827294555492699146270751953125	-1.1229993247277066	1.980711975936196	SCN5A
Congenital onset (HP:0003577)	1/142	0.1572682302064794257479007910660584457218647003173828125	0.16540279383784906030996353365480899810791015625	0.4323530216990316699110508125158958137035369873046875	0.458670162150277060941760964851710014045238494873046875	-1.0979135270158806	1.9755544254042996	SCN5A
Dysarthria (HP:0001260)	1/206	0.22012811469926163443489031124045141041278839111328125	0.227590084689067106982207633336656726896762847900390625	0.56334255281695921890872114090598188340663909912109375	0.58741702088605995957237837501452304422855377197265625	-1.1363514688714775	1.682037833105456	AR
Splenomegaly (HP:0001744)	1/239	0.25075889265274498018953863720525987446308135986328125	0.25708054540869651471979295820347033441066741943359375	0.61945685902361391494963527293293736875057220458984375	0.6404553966176347312710959158721379935741424560546875	-1.1832974972050094	1.6073508951267326	CA2
Hepatomegaly (HP:0002240)	1/329	0.3285490262433283792375959819764830172061920166015625	0.334024843347383859626376079177134670317173004150390625	0.7406320185390651289480956620536744594573974609375	0.759303413964419693371610264875926077365875244140625	-1.1774530951044488	1.2911243079819947	CA2
Cryptorchidism (HP:0000028)	1/379	0.368357195856970520697615256722201593220233917236328125	0.368357195856970520697615256722201593220233917236328125	0.7915162473234165219082569819875061511993408203125	0.7915162473234165219082569819875061511993408203125	-1.287288737138654	1.2856180560527397	AR
Optic atrophy (HP:0000648)	1/374	0.364480512702747894149268859109724871814250946044921875	0.367492748344919351044524091776111163198947906494140625	0.7868748602990296436843209448852576315402984619140625	0.7915162473234165219082569819875061511993408203125	-1.2749268653644503	1.2762676969206264	CA2
